STRUCTURE,STRUCTUREID,STRUCTUREFULLNAME,STRUCTURECOLOR,STRUCTUREREGION,STRUCTUREREGIONCOLOR,CLUSTER
p3ZLC,16359,p3 part of the ZL core,DAD18D,Rest Forebrain,C86A39,10
CZI,16360,caudal zona incerta,DAD18D,Rest Forebrain,C86A39,10
p3Tg,16361,tegmental field of p3 (Forel's field),DAD18D,Rest Forebrain,C86A39,10
p3PBP,16363,p3 portion of parabrachial pigmented nucleus,DAD18D,Rest Forebrain,C86A39,10
p2,16375,prosomere 2,FFF189,Rest Forebrain,C86A39,10
Th,16376,thalamus,FFF189,Thalamus,FFF189,10
p2A,16382,alar plate of p2 (alar thalamus),FFED64,Thalamus,FFF189,10
p2AD,16383,dorsal part of alar p2,FFED64,Thalamus,FFF189,10
Hb,16384,habenula (old epithalamus),FFED64,Thalamus,FFF189,10
Hbv,16385,ventricular zone of Hb,FFED64,Thalamus,FFF189,10
Hbm,16386,mantle zone of Hb,FFF189,Thalamus,FFF189,10
Hbp,16387,periventricular stratum of Hb,FFF189,Thalamus,FFF189,10
MHb,16388,medial habenular nucleus,FFF189,Thalamus,FFF189,10
MSHb,16389,medial subhabenular nucleus,FFF189,Thalamus,FFF189,10
Hbi,16390,intermediate stratum of Hb,FFF189,Thalamus,FFF189,10
LHbM,16391,medial part of the lateral habenular nucleus,FFF189,Thalamus,FFF189,10
LSHb,16392,lateral subhabenular nucleus,FFF189,Thalamus,FFF189,10
Hbs,16393,superficial stratum of Hb,FFF189,Thalamus,FFF189,10
LHbL,16394,lateral part of the lateral habenular nucleus,FFF189,Thalamus,FFF189,10
p2AL,16395,lateral part of alar p2,FFED64,Thalamus,FFF189,10
p2ALv,111220588,ventricular zone of p2AL,FFED64,Thalamus,FFF189,10
DTTh,16396,dorsal tier of thalamus,FFED64,Thalamus,FFF189,10
DTThv,16397,ventricular zone of DTTh,FFED64,Thalamus,FFF189,10
DTThm,16398,mantle zone of DTTh,FFF189,Thalamus,FFF189,10
DTThp,16399,periventricular stratum of DTTh,FFF189,Thalamus,FFF189,10
PVA,16400,anterior paraventricular nucleus of thalamus,FFF189,Thalamus,FFF189,10
IMD,16401,intermediodorsal nucleus,FFF189,Thalamus,FFF189,10
CM,16402,centromedian nucleus,FFF189,Thalamus,FFF189,10
IAM,16403,interanteromedial nucleus,FFF189,Thalamus,FFF189,10
IAD,16404,interanterodorsal nucleus,FFF189,Thalamus,FFF189,10
Rh,16405,rhomboid nucleus,FFF189,Thalamus,FFF189,10
Re,16406,reuniens nucleus- main part,FFF189,Thalamus,FFF189,10
RRe,16407,retroreuniens nucleus,FFF189,Thalamus,FFF189,10
VRe,16408,ventral reuniens nucleus,FFF189,Thalamus,FFF189,10
DTThi,16409,intermediate stratum of DTTh,FFF189,Thalamus,FFF189,10
PT,16410,paratenial nucleus,FFF189,Thalamus,FFF189,10
MD,16411,mediodorsal nucleus,FFF189,Thalamus,FFF189,10
MDM,16412,medial (magnocellular) part of MD,FFF189,Thalamus,FFF189,10
MDL,16413,lateral (parvicellular) part of MD,FFF189,Thalamus,FFF189,10
MDC,16414,central part of MD,FFF189,Thalamus,FFF189,10
IL,16415,intralaminar nuclei,FFF189,Thalamus,FFF189,10
PC,16416,paracentral nucleus,FFF189,Thalamus,FFF189,10
OPC,16417,oval paracentral nucleus,FFF189,Thalamus,FFF189,10
CL,16418,central lateral nucleus,FFF189,Thalamus,FFF189,10
A,16419,anterior nuclei,FFF189,Thalamus,FFF189,10
AD,16420,anterodorsal nucleus,FFF189,Thalamus,FFF189,10
AV,16421,anteroventral nucleus,FFF189,Thalamus,FFF189,10
AM,16422,anteromedial nucleus,FFF189,Thalamus,FFF189,10
V,16423,ventral nuclei,FFF189,Thalamus,FFF189,10
VM,16424,ventromedial nucleus,FFF189,Thalamus,FFF189,10
SubM,16426,submedius thalamic nucleus,FFF189,Thalamus,FFF189,10
VL,16428,ventral lateral nucleus,FFF189,Thalamus,FFF189,10
VPM,16429,ventral posteromedial nucleus,FFF189,Thalamus,FFF189,10
VPL,16430,ventral posterolateral nucleus,FFF189,Thalamus,FFF189,10
VPPC,16431,ventral posterior parvicellular nucleus,FFF189,Thalamus,FFF189,10
Po,16432,posterior (ventral) nucleus,FFF189,Thalamus,FFF189,10
DTThs,16433,superficial stratum of DTTh,FFF189,Thalamus,FFF189,10
LD,16434,laterodorsal nucleus,FFF189,Thalamus,FFF189,10
LP,16435,lateral posterior nucleus,FFF189,Thalamus,FFF189,10
DLG,16436,dorsal lateral geniculate nucleus,FFF189,Thalamus,FFF189,10
ITTh,16437,intermediate tier of thalamus,FFED64,Thalamus,FFF189,10
ITThv,16438,ventricular zone of ITTh,FFED64,Thalamus,FFF189,10
ITThm,16439,mantle zone of ITTh,FFF189,Thalamus,FFF189,10
ITThp,16440,periventricular stratum of ITTh,FFF189,Thalamus,FFF189,10
PVP,16441,posterior paraventricular nucleus,FFF189,Thalamus,FFF189,10
PF,16442,parafascicular nucleus,FFF189,Thalamus,FFF189,10
ITThi,16443,intermediate stratum of ITTh,FFF189,Thalamus,FFF189,10
Sc,16445,scaphoid nucleus,FFF189,Thalamus,FFF189,10
Eth,16446,ethmoid nucleus,FFF189,Thalamus,FFF189,10
SEth,16447,subethmoid nucleus,FFF189,Thalamus,FFF189,10
VLi,16448,ventral linear nucleus,FFF189,Thalamus,FFF189,10
PoT,16449,posterior triangular nucleus,FFF189,Thalamus,FFF189,10
ITThs,16450,superficial stratum of ITTh,FFF189,Thalamus,FFF189,10
IPo,16451,intermedioposterior nucleus,FFF189,Thalamus,FFF189,10
SG,16452,suprageniculate nucleus,FFF189,Thalamus,FFF189,10
VTTh,16453,ventral tier of thalamus,FFED64,Thalamus,FFF189,10
VTThm,16455,mantle zone of VTTh,FFF189,Thalamus,FFF189,10
VTThp,16456,periventricular stratum of VTTh,FFF189,Thalamus,FFF189,10
SPFMC,16457,magnocellular (medial) subparafascicular nucleus,FFF189,Thalamus,FFF189,10
VTThi,16458,intermediate stratum of VTTh,FFF189,Thalamus,FFF189,10
SPFPC,16459,parvicellular (lateral) subparafascicular nucleus,FFF189,Thalamus,FFF189,10
PIL,16460,posterior intralaminar nucleus,FFF189,Thalamus,FFF189,10
VTThs,16461,superficial stratum of VTTh,FFF189,Thalamus,FFF189,10
MG,16462,medial geniculate nucleus,FFF189,Thalamus,FFF189,10
MGV,16463,ventral subnucleus of MG,FFF189,Thalamus,FFF189,10
MGD,16464,dorsal subnucleus of MG,FFF189,Thalamus,FFF189,10
p2AAV,16466,anteroventral part of alar thalamus,FFED64,Thalamus,FFF189,10
p2ZL,16467,thalamic (p2) zona limitans domain,FFED64,Thalamus,FFF189,10
p2ZLv,16468,ventricular zone of p2ZL,FFED64,Thalamus,FFF189,10
p2ZLm,16469,mantle zone of p2ZL,FFF189,Thalamus,FFF189,10
p2ZLp,16470,periventricular stratum of p2ZL,FFF189,Thalamus,FFF189,10
p2ZLS,16471,shell of p2ZL,FFF189,Thalamus,FFF189,10
p2ZLi,16472,intermediate stratum of p2ZL,FFF189,Thalamus,FFF189,10
IZL,16473,interstitial nucleus of the zona limitans,FFF189,Thalamus,FFF189,10
p2ZLs,16474,superficial stratum of p2ZL,FFF189,Thalamus,FFF189,10
IGL,16475,intergeniculate leaflet,FFF189,Thalamus,FFF189,10
p2Lim,16476,liminal part of alar p2,FFED64,Thalamus,FFF189,10
p2Limm,16478,mantle zone of p2Lim,FFF189,Thalamus,FFF189,10
p2Limp,16479,periventricular stratum of p2Lim,FFF189,Thalamus,FFF189,10
Lim,16480,liminal nucleus,FFF189,Thalamus,FFF189,10
p2Limi,16481,intermediate stratum of p2Lim,FFF189,Thalamus,FFF189,10
p2LimRt,16482,reticular formation of p2Lim,FFF189,Thalamus,FFF189,10
p2Lims,16483,superficial stratum of p2Lim,FFF189,Thalamus,FFF189,10
ThTg,16486,thalamic tegmentum,CCBE50,Rest Forebrain,C86A39,10
p2B,16487,basal plate of p2,CCBE50,Rest Forebrain,C86A39,10
p2Bp,16490,periventricular stratum of p2B,E0D058,Rest Forebrain,C86A39,10
p2ZLC,16493,p2 part of the zona limitans core population,E0D058,Rest Forebrain,C86A39,10
PcPD,16521,dorsal part of PcP,F4E35F,Rest Forebrain,C86A39,10
PcPDv,16522,ventricular zone of PcPD,FFE524,Rest Forebrain,C86A39,10
PcPDm,16523,mantle zone of PcPD,F4E35F,Rest Forebrain,C86A39,10
PcPDp,16524,periventricular stratum of PcPD,F4E35F,Rest Forebrain,C86A39,10
PcPDi,16526,intermediate stratum of PcPD,F4E35F,Rest Forebrain,C86A39,10
DF,16527,dorsofrontal pretectal nucleus,F4E35F,Rest Forebrain,C86A39,10
PcPDs,16528,superficial stratum of PCPD,F4E35F,Rest Forebrain,C86A39,10
DFS,16529,superficial dorsofrontal area,F4E35F,Rest Forebrain,C86A39,10
PcPLv,16531,ventricular zone of PcPL,FFE524,Rest Forebrain,C86A39,10
JcPDi,16554,intermediate stratum of JcPD,F4E35F,Rest Forebrain,C86A39,10
DJcP,16555,dorsal juxtacommissural pretectal nucleus,F4E35F,Rest Forebrain,C86A39,10
