STRUCTURE,STRUCTUREID,STRUCTUREFULLNAME,STRUCTURECOLOR,STRUCTUREREGION,STRUCTUREREGIONCOLOR,CLUSTER
Nv,15927,navicular nucleus,DE5548,Rest Forebrain,C86A39,8
VPrP,15928,ventropallial prepiriform area,DA4335,Rest Forebrain,C86A39,8
VPrPv,15929,ventricular zone of VPrP,DA4335,Rest Forebrain,C86A39,8
VPrPm,15930,mantle zone of VPrP,DE5548,Rest Forebrain,C86A39,8
VPrPp,15931,periventricular stratum of VPrP,DE5548,Rest Forebrain,C86A39,8
VPrPi,15932,intermediate stratum of VPrP,DE5548,Rest Forebrain,C86A39,8
BEC,15933,bed nucleus of the external capsule,DE5548,Rest Forebrain,C86A39,8
DEn,15934,dorsal endopiriform nucleus,DE5548,Rest Forebrain,C86A39,8
VEn,15935,ventral endopiriform nucleus,DE5548,Rest Forebrain,C86A39,8
VPrPs,15936,superficial stratum of VPrP,DE5548,Rest Forebrain,C86A39,8
VPrP1,15937,layer 1 of VPrP cortex,DE5548,Rest Forebrain,C86A39,8
VPrP2,15938,layer 2 of VPrP cortex,C43C30,Rest Forebrain,C86A39,8
VPrP3,15939,layer 3 of VPrP cortex,DE5548,Rest Forebrain,C86A39,8
VAP,15940,ventropallial amygdalopiriform area,DA4335,Rest Forebrain,C86A39,8
VAPv,15941,ventricular zone of the VAP,DA4335,Rest Forebrain,C86A39,8
VAPm,15942,mantle zone of VAP,DE5548,Rest Forebrain,C86A39,8
VAPp,15943,periventricular stratum of the VAP,DE5548,Rest Forebrain,C86A39,8
La,15944,lateral amygdaloid nucleus,DE5548,Rest Forebrain,C86A39,8
AHi,15945,amygdalohippocampal area,DE5548,Rest Forebrain,C86A39,8
VAPi,15946,intermediate stratum of the VAP,DE5548,Rest Forebrain,C86A39,8
BMA,15947,basomedial amygdaloid nucleus- anterior part,DE5548,Rest Forebrain,C86A39,8
BMP,15948,basomedial amygdaloid nucleus- posterior part,DE5548,Rest Forebrain,C86A39,8
VAPs,15949,superficial stratum of the VAP,DE5548,Rest Forebrain,C86A39,8
PMCo,15950,posteromedial cortical amygdaloid area,DE5548,Rest Forebrain,C86A39,8
LOT,15951,nucleus of the lateral olfactory tract,DE5548,Rest Forebrain,C86A39,8
LOT3,15952,layer 3 of LOT,DE5548,Rest Forebrain,C86A39,8
LOT2,15953,layer 2 of LOT,DE5548,Rest Forebrain,C86A39,8
LOT1,15954,layer 1 of LOT,DE5548,Rest Forebrain,C86A39,8
NAOT,15955,nucleus of the accessory olfactory tract,DE5548,Rest Forebrain,C86A39,8
LPall,15956,lateral pallium,E76E3E,Rest Forebrain,C86A39,8
AOB,15957,accessory olfactory bulb,E76E3E,Rest Forebrain,C86A39,8
AOBv,15958,ventricular zone of AOB,E76E3E,Rest Forebrain,C86A39,8
AOBm,15959,mantle zone of AOB,F37441,Rest Forebrain,C86A39,8
AOBp,15960,periventricular stratum of AOB,F37441,Rest Forebrain,C86A39,8
AGr,15961,AOB- granular layer,DB683B,Rest Forebrain,C86A39,8
AIPl,15962,AOB- internal plexiform layer,F37441,Rest Forebrain,C86A39,8
AOBi,15963,intermediate stratum of AOB,F37441,Rest Forebrain,C86A39,8
AMtr,15964,AOB- mitral cell layer,F37441,Rest Forebrain,C86A39,8
AOPl,15965,AOB- outer plexiform layer,F37441,Rest Forebrain,C86A39,8
AOBs,15966,superficial stratum of AOB,F37441,Rest Forebrain,C86A39,8
AGlom,15967,AOB- glomerular layer,F37441,Rest Forebrain,C86A39,8
AOF,15968,AOB- fiber layer,F37441,Rest Forebrain,C86A39,8
AOD,15969,anterior olfactory area- dorsal part,E76E3E,Rest Forebrain,C86A39,8
AODv,15970,ventricular zone of AOD,E76E3E,Rest Forebrain,C86A39,8
AODm,15971,mantle zone of AOD,F37441,Rest Forebrain,C86A39,8
AODp,15972,periventricular stratum of AOD,F37441,Rest Forebrain,C86A39,8
AODi,15973,intermediate stratum of AOD,F37441,Rest Forebrain,C86A39,8
AODs,15974,superficial stratum of AOD,F37441,Rest Forebrain,C86A39,8
AOD1,15975,layer 1 of AOD cortex,F37441,Rest Forebrain,C86A39,8
AOD2,15976,layer 2 of AOD cortex,DB683B,Rest Forebrain,C86A39,8
AOD3,15977,layer 3 of AOD cortex,F37441,Rest Forebrain,C86A39,8
AODE,15978,external part of AOD,F37441,Rest Forebrain,C86A39,8
LPrP,15979,lateropallial prepiriform area,E76E3E,Rest Forebrain,C86A39,8
LPrPv,15980,ventricular zone of LPrP,E76E3E,Rest Forebrain,C86A39,8
LPrPm,15981,mantle zone of LPrP,F37441,Rest Forebrain,C86A39,8
LPrPp,15982,periventricular stratum of LPrP,F37441,Rest Forebrain,C86A39,8
LPrPi,15983,intermediate stratum of LPrP,F37441,Rest Forebrain,C86A39,8
Cl,15984,claustrum,F37441,Rest Forebrain,C86A39,8
LPrPs,15985,superficial stratum of LPrP,F37441,Rest Forebrain,C86A39,8
LPrP1,15986,layer 1 of LPrP cortex,F37441,Rest Forebrain,C86A39,8
LPrP2,15987,layer 2 of LPrP cortex,DB683B,Rest Forebrain,C86A39,8
LPrP3,15988,layer 3 of LPrP cortex,F37441,Rest Forebrain,C86A39,8
LAP,15989,lateropallial amygdalopiriform area,E76E3E,Rest Forebrain,C86A39,8
LAPv,15990,ventricular zone of LAP,E76E3E,Rest Forebrain,C86A39,8
LAPm,15991,mantle zone of LAP,F37441,Rest Forebrain,C86A39,8
LAPp,15992,periventricular stratum of LAP,F37441,Rest Forebrain,C86A39,8
LAPi,15993,intermediate stratum of LAP,F37441,Rest Forebrain,C86A39,8
BLA,15994,basolateral amygdaloid nucleus- anterior part,F37441,Rest Forebrain,C86A39,8
BLP,15995,basolateral amygdaloid nucleus- posterior part,F37441,Rest Forebrain,C86A39,8
BLV,15996,basolateral amygdaloid nucleus- ventral part,F37441,Rest Forebrain,C86A39,8
LAPs,15997,superficial stratum of LAP,F37441,Rest Forebrain,C86A39,8
APir,15998,amygdalopiriform area,F37441,Rest Forebrain,C86A39,8
PLCo,15999,posterolateral cortical amygdaloid area,F37441,Rest Forebrain,C86A39,8
ACo,16000,anterior cortical amygdaloid area,F37441,Rest Forebrain,C86A39,8
DPall,16001,dorsal pallium/isocortex,F2193C,Cortex,F2193C,8
DPallv,111220552,ventricular zone of DPall,F2193C,Cortex,F2193C,8
DPallm,111220554,mantle zone of DPall,F32F4F,Cortex,F2193C,8
DPallp,111220556,periventricular stratum of DPall,F32F4F,Cortex,F2193C,8
DPalli,111220558,intermediate stratum of DPall,F32F4F,Cortex,F2193C,8
DPalls,111220560,superficial stratum of DPall,F32F4F,Cortex,F2193C,8
FCx,16002,frontal cortex,F2193C,Cortex,F2193C,8
FCv,16003,ventricular zone of FCx,F2193C,Cortex,F2193C,8
FCm,16004,mantle zone of FCx,F32F4F,Cortex,F2193C,8
FCp,16005,periventricular stratum of FCx (subventricular zone),F32F4F,Cortex,F2193C,8
FCi,16006,intermediate stratum of FCx (white matter/subplate),F32F4F,Cortex,F2193C,8
FCs,16007,superficial stratum of FCx (cortical plate/marginal zone),F32F4F,Cortex,F2193C,8
FC-1,16008,layer 1 of FCx,F32F4F,Cortex,F2193C,8
FC-2,16009,layer 2 of FCx,F32F4F,Cortex,F2193C,8
FC-3,16010,layer 3 of FCx,F32F4F,Cortex,F2193C,8
FC-4,16011,layer 4 of FCx,F32F4F,Cortex,F2193C,8
FC-5,16012,layer 5 of FCx,F32F4F,Cortex,F2193C,8
FC-6,16013,layer 6 of FCx,F32F4F,Cortex,F2193C,8
FC-6a,16014,sublayer 6a of FCx,F32F4F,Cortex,F2193C,8
FC-6b,16015,sublayer 6b of FCx,F32F4F,Cortex,F2193C,8
PCx,16016,parietal cortex,F2193C,Cortex,F2193C,8
PCv,16017,ventricular zone of PCx,F2193C,Cortex,F2193C,8
PCm,16018,mantle zone of PCx,F32F4F,Cortex,F2193C,8
PCp,16019,periventricular stratum of PCx (subventricular zone),F32F4F,Cortex,F2193C,8
PCi,16020,intermediate stratum of PCx (white matter/subplate),F32F4F,Cortex,F2193C,8
PCs,16021,superficial stratum of PCx (cortical plate/marginal zone),F32F4F,Cortex,F2193C,8
PC-1,16022,layer 1 of PCx,F32F4F,Cortex,F2193C,8
PC-2,16023,layer 2 of PCx,F32F4F,Cortex,F2193C,8
PC-3,16024,layer 3 of PCx,F32F4F,Cortex,F2193C,8
PC-4,16025,layer 4 of PCx,F32F4F,Cortex,F2193C,8
PC-5,16026,layer 5 of PCx,F32F4F,Cortex,F2193C,8
PC-6,16027,layer 6 of PCx,F32F4F,Cortex,F2193C,8
PC-6a,16028,sublayer 6a of PCx,F32F4F,Cortex,F2193C,8
PC-6b,16029,sublayer 6b of PCx,F32F4F,Cortex,F2193C,8
OCx,16030,occipital cortex,F2193C,Cortex,F2193C,8
OCv,16031,ventricular zone of OCx,F2193C,Cortex,F2193C,8
OCm,16032,mantle zone of OCx,F32F4F,Cortex,F2193C,8
OCp,16033,periventricular stratum of OCx (subventricular zone),F32F4F,Cortex,F2193C,8
OCi,16034,intermediate stratum of OCx (white matter/subplate),F32F4F,Cortex,F2193C,8
OCs,16035,superficial stratum of OCx (cortical plate/marginal zone),F32F4F,Cortex,F2193C,8
OC-1,16036,layer 1 of OCx,F32F4F,Cortex,F2193C,8
OC-2,16037,layer 2 of OCx,F32F4F,Cortex,F2193C,8
OC-3,16038,layer 3 of OCx,F32F4F,Cortex,F2193C,8
OC-4,16039,layer 4 of OCx,F32F4F,Cortex,F2193C,8
OC-5,16040,layer 5 of OCx,F32F4F,Cortex,F2193C,8
OC-6,16041,layer 6 of OCx,F32F4F,Cortex,F2193C,8
OC-6a,16042,sublayer 6a of OCx,F32F4F,Cortex,F2193C,8
OC-6b,16043,sublayer 6b of OCx,F32F4F,Cortex,F2193C,8
TCx,16044,temporal cortex,F2193C,Cortex,F2193C,8
TCv,16045,ventricular zone of TCx,F2193C,Cortex,F2193C,8
TCm,16046,mantle zone of TCx,F32F4F,Cortex,F2193C,8
TCp,16047,periventricular stratum of TCx (subventricular zone),F32F4F,Cortex,F2193C,8
TCi,16048,intermediate stratum of TCx (white matter/subplate),F32F4F,Cortex,F2193C,8
TCs,16049,superficial stratum of TCx (cortical plate/marginal zone),F32F4F,Cortex,F2193C,8
TC-1,16050,layer 1 of TCx,F32F4F,Cortex,F2193C,8
TC-2,16051,layer 2 of TCx,F32F4F,Cortex,F2193C,8
TC-3,16052,layer 3 of TCx,F32F4F,Cortex,F2193C,8
TC-4,16053,layer 4 of TCx,F32F4F,Cortex,F2193C,8
TC-5,16054,layer 5 of TCx,F32F4F,Cortex,F2193C,8
TC-6,16055,layer 6 of TCx,F32F4F,Cortex,F2193C,8
TC-6a,16056,sublayer 6a of TCx,F32F4F,Cortex,F2193C,8
TC-6b,16057,sublayer 6b of TCx,F32F4F,Cortex,F2193C,8
InsCx,16058,insular cortex,F2193C,Cortex,F2193C,8
InsCv,16059,ventricular zone of InsCx,F2193C,Cortex,F2193C,8
InsCm,16060,mantle zone of InsCx,F32F4F,Cortex,F2193C,8
InsCp,16061,periventricular stratum of InsCx (subventricular zone),F32F4F,Cortex,F2193C,8
InsCi,16062,intermediate stratum of InsCx (white matter/subplate),F32F4F,Cortex,F2193C,8
InsCs,16063,superficial stratum of InsCx (cortical plate/marginal zone),F32F4F,Cortex,F2193C,8
InsC-1,16064,layer 1 of InsCx,F32F4F,Cortex,F2193C,8
InsC-2,16065,layer 2 of InsCx,F32F4F,Cortex,F2193C,8
InsC-3,16066,layer 3 of InsCx,F32F4F,Cortex,F2193C,8
InsC-4,16067,layer 4 of InsCx,F32F4F,Cortex,F2193C,8
InsC-5,16068,layer 5 of InsCx,F32F4F,Cortex,F2193C,8
InsC-6,16069,layer 6 of InsCx,F32F4F,Cortex,F2193C,8
InsC-6a,16070,sublayer 6a of InsCx,F32F4F,Cortex,F2193C,8
InsC-6b,16071,sublayer 6b of InsCx,F32F4F,Cortex,F2193C,8
CCx,16072,cingulate cortex,F2193C,Cortex,F2193C,8
CCv,16073,ventricular zone of CCx,F2193C,Cortex,F2193C,8
CCm,16074,mantle zone of CCx,F32F4F,Cortex,F2193C,8
CCp,16075,periventricular stratum of CCx (subventricular zone),F32F4F,Cortex,F2193C,8
CCi,16076,intermediate stratum of CCx (white matter/subplate),F32F4F,Cortex,F2193C,8
CCs,16077,superficial stratum of CCx (cortical plate/marginal zone),F32F4F,Cortex,F2193C,8
CC-1,16078,layer 1 of CCx,F32F4F,Cortex,F2193C,8
CC-2,16079,layer 2 of CCx,F32F4F,Cortex,F2193C,8
CC-3,16080,layer 3 of CCx,F32F4F,Cortex,F2193C,8
CC-4,16081,layer 4 of CCx,F32F4F,Cortex,F2193C,8
CC-5,16082,layer 5 of CCx,F32F4F,Cortex,F2193C,8
CC-6,16083,layer 6 of CCx,F32F4F,Cortex,F2193C,8
CC-6a,16084,sublayer 6a of CCx,F32F4F,Cortex,F2193C,8
CC-6b,16085,sublayer 6b of CCx,F32F4F,Cortex,F2193C,8
PERCx,16086,perirhinal-ectorhinal cortex,F2193C,Cortex,F2193C,8
PRh-Ect-1,16087,layer 1 of PRh-Ect,F32F4F,Cortex,F2193C,8
PRh-Ect-2,16088,layer 2 of PRh-Ect,F32F4F,Cortex,F2193C,8
PRh-Ect-3,16089,layer 3 of PRh-Ect,F32F4F,Cortex,F2193C,8
PRh-Ect-4,16090,layer 4 of PRh-Ect,F32F4F,Cortex,F2193C,8
PRh-Ect-5,16091,layer 5 of PRh-Ect,F32F4F,Cortex,F2193C,8
PRh-Ect-6,16092,layer 6 of PRh-Ect,F32F4F,Cortex,F2193C,8
RSCx,16093,retrosplenial cortex,F2193C,Cortex,F2193C,8
RSC-1,16094,layer 1 of RSC,F32F4F,Cortex,F2193C,8
RSC-2,16095,layer 2 of RSC,F32F4F,Cortex,F2193C,8
RSC-3,16096,layer 3 of RSC,F32F4F,Cortex,F2193C,8
RSC-4,16097,layer 4 of RSC,F32F4F,Cortex,F2193C,8
RSC-5,16098,layer 5 of RSC,F32F4F,Cortex,F2193C,8
RSC-6,16099,layer 6 of RSC,F32F4F,Cortex,F2193C,8
RSC-6a,16100,layer 6a of RSC,F32F4F,Cortex,F2193C,8
RSC-6b,16101,layer 6b of RSC,F32F4F,Cortex,F2193C,8
ERCx,16102,entorhinal cortex,F2193C,Cortex,F2193C,8
ERv,16103,ventricular zone of ERCx,F2193C,Cortex,F2193C,8
ERm,16104,mantle zone of ERCx,F32F4F,Cortex,F2193C,8
ERp,16105,periventricular stratum of ERCx (subventricular zone),F32F4F,Cortex,F2193C,8
ERi,16106,intermediate stratum of ERCx (white matter/subplate),F32F4F,Cortex,F2193C,8
ERs,16107,superficial stratum of ERCx (cortical plate/marginal zone),F32F4F,Cortex,F2193C,8
ER-1,16108,layer 1 of ERCx,F32F4F,Cortex,F2193C,8
ER-2,16109,layer 2 of ERCx,F32F4F,Cortex,F2193C,8
ER-3,16110,layer 3 of ERCx,F32F4F,Cortex,F2193C,8
ER-4,16111,layer 4 of ERCx,F32F4F,Cortex,F2193C,8
ER-5,16112,layer 5 of ERCx,F32F4F,Cortex,F2193C,8
ER-6,16113,layer 6 of ERCx,F32F4F,Cortex,F2193C,8
MPall,16114,medial pallium (hippocampal allocortex),FF4865,Hippocampus,FF4865,8
MPallv,111220562,ventricular zone of MPall,FF4865,Hippocampus,FF4865,8
MPallm,111220564,mantle zone of MPall,FF5974,Hippocampus,FF4865,8
MPallp,111220566,periventricular stratum of MPall,FF5974,Hippocampus,FF4865,8
MPalli,111220568,intermediate stratum of MPall,FF5974,Hippocampus,FF4865,8
MPalls,111220570,superficial stratum of MPall,FF5974,Hippocampus,FF4865,8
DG,16115,dentate gyrus,FF4865,Hippocampus,FF4865,8
DGv,16116,ventricular zone of DG,FF4865,Hippocampus,FF4865,8
DGm,16117,mantle zone of DG,FF5974,Hippocampus,FF4865,8
DGp,16118,periventricular stratum of DG,FF5974,Hippocampus,FF4865,8
DGi,16119,intermediate stratum of DG,FF5974,Hippocampus,FF4865,8
DGHil,16120,hilus of the DG,FF5974,Hippocampus,FF4865,8
DGs,16121,superficial stratum of DG,FF5974,Hippocampus,FF4865,8
DGGran,16122,granule cell layer of the DG,D93D56,Hippocampus,FF4865,8
DGMol,16123,molecular layer of the DG,FF5974,Hippocampus,FF4865,8
CA,16124,hippocampus (cortex Ammonis),FF4865,Hippocampus,FF4865,8
CAv,16125,ventricular zone of CA,FF4865,Hippocampus,FF4865,8
CAm,16126,mantle zone of CA,FF5974,Hippocampus,FF4865,8
CAp,16127,periventricular stratum of CA,FF5974,Hippocampus,FF4865,8
CAi,16128,intermediate stratum of CA,FF5974,Hippocampus,FF4865,8
CAs,16130,superficial stratum of CA,FF5974,Hippocampus,FF4865,8
CA1,16131,Field CA1,FF5974,Hippocampus,FF4865,8
CA1so,16132,Field CA1- stratum oriens,FF5974,Hippocampus,FF4865,8
CA1sp,16133,Field CA1- stratum pyramidale,D93D56,Hippocampus,FF4865,8
CA1sr,16134,Field CA1- stratum radiatum,FF5974,Hippocampus,FF4865,8
CA1slm,16135,Field CA1- stratum lacunosum-moleculare,FF5974,Hippocampus,FF4865,8
CA2,16136,Field CA2,FF5974,Hippocampus,FF4865,8
CA2slm,16137,Field CA2- stratum lacunosum-moleculare,FF5974,Hippocampus,FF4865,8
CA2so,16138,Field CA2- stratum oriens,FF5974,Hippocampus,FF4865,8
CA2sp,16139,Field CA2- stratum pyramidale,D93D56,Hippocampus,FF4865,8
CA2sr,16140,Field CA2- stratum radiatum,FF5974,Hippocampus,FF4865,8
CA3,16141,Field CA3,FF5974,Hippocampus,FF4865,8
CA3so,16142,Field CA3- stratum oriens,FF5974,Hippocampus,FF4865,8
CA3sp,16143,Field CA3- stratum pyramidale,D93D56,Hippocampus,FF4865,8
CA3slu,16144,Field CA3- stratum lucidum,FF5974,Hippocampus,FF4865,8
CA3sr,16145,Field CA3- stratum radiatum,FF5974,Hippocampus,FF4865,8
CA3slm,16146,Field CA3- stratum lacunosum-moleculare,FF5974,Hippocampus,FF4865,8
IG,16147,induseum griseum,FF4865,Hippocampus,FF4865,8
IGv,16148,ventricular zone of the IG,FF4865,Hippocampus,FF4865,8
IGm,16149,mantle zone of the IG,FF5974,Hippocampus,FF4865,8
IGp,16150,periventricular stratum of the IG,FF5974,Hippocampus,FF4865,8
IGi,16151,intermediate stratum of the IG,FF5974,Hippocampus,FF4865,8
IGs,16152,superficial stratum of the IG,FF5974,Hippocampus,FF4865,8
PyIG,16153,pyramidal layer of IG,FF5974,Hippocampus,FF4865,8
TTe,16154,taenia tecta,FF4865,Hippocampus,FF4865,8
TTev,16155,ventricular zone of TTe,FF4865,Hippocampus,FF4865,8
TTem,16156,mantle zone of TTe,FF5974,Hippocampus,FF4865,8
TTep,16157,periventricular stratum of TTe,FF5974,Hippocampus,FF4865,8
DPp,16158,dorsal peduncular cortex- periventricular part,FF5974,Hippocampus,FF4865,8
TTei,16159,intermediate stratum of TTe,FF5974,Hippocampus,FF4865,8
DPi,16160,dorsal peduncular cortex- intermediate part,FF5974,Hippocampus,FF4865,8
TTes,16161,superficial stratum of TTe,FF5974,Hippocampus,FF4865,8
PyTT,16162,pyramidal layer of taenia tecta,FF5974,Hippocampus,FF4865,8
S,16163,subiculum,FF4865,Hippocampus,FF4865,8
Sv,16164,ventricular zone of S,FF4865,Hippocampus,FF4865,8
Sm,16165,mantle zone of S,FF5974,Hippocampus,FF4865,8
Sp,16166,periventricular stratum of S,FF5974,Hippocampus,FF4865,8
Si,16167,intermediate stratum of S,FF5974,Hippocampus,FF4865,8
Ss,16169,superficial stratum of S,FF5974,Hippocampus,FF4865,8
PyS,16170,pyramidal layer of S,FF5974,Hippocampus,FF4865,8
SMol,16171,molecular layer of S,FF5974,Hippocampus,FF4865,8
PrS,16172,presubiculum,FF4865,Hippocampus,FF4865,8
PrSv,16173,ventricular zone of PrS,FF4865,Hippocampus,FF4865,8
PrSm,16174,mantle zone of PrS,FF5974,Hippocampus,FF4865,8
PrSp,16175,periventricular stratum of PrS (subventricular zone),FF5974,Hippocampus,FF4865,8
PrSi,16176,intermediate stratum of PrS (white matter/subplate),FF5974,Hippocampus,FF4865,8
PrSs,16177,superficial stratum of PrS (cortical plate/marginal zone),FF5974,Hippocampus,FF4865,8
PrS-1,16178,layer 1 of PrS,FF5974,Hippocampus,FF4865,8
PrS-2,16179,layer 2 of PrS,FF5974,Hippocampus,FF4865,8
PrS-3,16180,layer 3 of PrS,FF5974,Hippocampus,FF4865,8
PrS-4,16181,layer 4 of PrS (lamina dissecans),FF5974,Hippocampus,FF4865,8
PrS-5,16182,layer 5 of PrS,FF5974,Hippocampus,FF4865,8
PrS-6,16183,layer 6 of PrS,FF5974,Hippocampus,FF4865,8
PrS-6a,16184,layer 6a of PrS,FF5974,Hippocampus,FF4865,8
PrS-6b,16185,layer 6b of PrS,FF5974,Hippocampus,FF4865,8
PaS,16186,parasubiculum,FF4865,Hippocampus,FF4865,8
PaSv,16187,ventricular zone of PaS,FF4865,Hippocampus,FF4865,8
PaSm,16188,mantle zone of PaS,FF5974,Hippocampus,FF4865,8
PaSp,16189,periventricular stratum of PaS (subventricular zone),FF5974,Hippocampus,FF4865,8
PaSi,16190,intermediate stratum of PaS (white matter/subplate),FF5974,Hippocampus,FF4865,8
PaSs,16191,superficial stratum of PaS (cortical plate/marginal zone),FF5974,Hippocampus,FF4865,8
PaS-1,16192,layer 1 of PaS,FF5974,Hippocampus,FF4865,8
PaS-2,16193,layer 2 of PaS,FF5974,Hippocampus,FF4865,8
PaS-3,16194,layer 3 of PaS,FF5974,Hippocampus,FF4865,8
PaS-4,16195,layer 4 of PaS,FF5974,Hippocampus,FF4865,8
PaS-5,16196,layer 5 of PaS,FF5974,Hippocampus,FF4865,8
PaS-6,16197,layer 6 of PaS,FF5974,Hippocampus,FF4865,8
PaS-6a,111220572,layer 6a of PaS,FF5974,Hippocampus,FF4865,8
PaS-6b,111220574,layer 6b of PaS,FF5974,Hippocampus,FF4865,8
Fc,112892265,fasciola cinerea,FF4865,Hippocampus,FF4865,8
Fcv,112892267,ventricular zone of the Fc,FF4865,Hippocampus,FF4865,8
Fcm,112892269,mantle zone of the Fc,FF5974,Hippocampus,FF4865,8
Fcp,112892271,periventricular stratum of the Fc,FF5974,Hippocampus,FF4865,8
Fci,112892273,intermediate stratum of the Fc,FF5974,Hippocampus,FF4865,8
Fcs,112892275,superficial stratum of the Fc,FF5974,Hippocampus,FF4865,8
PyFc,112892277,pyramidal layer of Fc,FF5974,Hippocampus,FF4865,8
FcMol,112892279,molecular layer of Fc,FF5974,Hippocampus,FF4865,8
SePall,16198,pallial septum,C87C2C,Rest Forebrain,C86A39,8
SePallv,16199,ventricular zone of SePall,C87C2C,Rest Forebrain,C86A39,8
SePallm,16200,mantle zone of SePall,D08F4A,Rest Forebrain,C86A39,8
SePallp,16201,periventricular stratum of SePall,D08F4A,Rest Forebrain,C86A39,8
SePalli,16202,intermediate stratum of SePall,D08F4A,Rest Forebrain,C86A39,8
SePalls,16203,superficial stratum of SePall,D08F4A,Rest Forebrain,C86A39,8
SHi,16204,septohippocampal nucleus,D08F4A,Rest Forebrain,C86A39,8
TelH,16205,telencephalo-hypothalamic transition area,AB382E,Rest Forebrain,C86A39,8
TelHv,16206,ventricular zone of TelH,AB382E,Rest Forebrain,C86A39,8
TelHm,16207,mantle zone of TelH,B7544C,Rest Forebrain,C86A39,8
TelHp,16208,periventricular stratum of TelH,B7544C,Rest Forebrain,C86A39,8
TelHi,16209,intermediate stratum of TelH,B7544C,Rest Forebrain,C86A39,8
TelHs,16210,superficial stratum of TelH,B7544C,Rest Forebrain,C86A39,8
PHy,16211,peduncular (caudal) hypothalamus,DF7257,Rest Forebrain,C86A39,8
 ,, , , , ,
PThTg,16352,prethalamic tegmentum,CCC383,Rest Forebrain,C86A39,9
p3B,16353,basal plate of p3,CCC383,Rest Forebrain,C86A39,9
p3Bm,16355,mantle zone of p3B,DAD18D,Rest Forebrain,C86A39,9
p3Bp,16356,periventricular stratum of p3B,DAD18D,Rest Forebrain,C86A39,9
p3PEW,16357,p3 portion of the pre-Edinger-Westphal nucleus,DAD18D,Rest Forebrain,C86A39,9
p3Bi,16358,intermediate stratum of p3B,DAD18D,Rest Forebrain,C86A39,9
p3ZLC,16359,p3 part of the ZL core,DAD18D,Rest Forebrain,C86A39,9
CZI,16360,caudal zona incerta,DAD18D,Rest Forebrain,C86A39,9
p3Tg,16361,tegmental field of p3 (Forel's field),DAD18D,Rest Forebrain,C86A39,9
Gem,16362,gemini nuclei,DAD18D,Rest Forebrain,C86A39,9
p3PBP,16363,p3 portion of parabrachial pigmented nucleus,DAD18D,Rest Forebrain,C86A39,9
p3Bs,16364,superficial stratum of p3B,DAD18D,Rest Forebrain,C86A39,9
EPAc,16351,accessory entopeduncular nucleus (post-migratory),DAD18D,Rest Forebrain,C86A39,9
p3SNC,16365,p3 portion of the substantia nigra pars compacta,DAD18D,Rest Forebrain,C86A39,9
p3SNR,16366,p3 portion of the substantia nigra pars reticulata,DAD18D,Rest Forebrain,C86A39,9
p3PN,16367,p3 portion of paranigral nucleus,DAD18D,Rest Forebrain,C86A39,9
p3F,16368,floor plate of p3,A69F6B,Rest Forebrain,C86A39,9
p3Fm,16370,mantle zone of p3F,CCC383,Rest Forebrain,C86A39,9
p3Fp,16371,periventricular stratum of p3F,CCC383,Rest Forebrain,C86A39,9
p3Fi,16372,intermediate stratum of p3F,CCC383,Rest Forebrain,C86A39,9
p3Fs,16373,superficial stratum of p3F,CCC383,Rest Forebrain,C86A39,9
p3VTA,16374,p3 portion of the ventral tegmental area,8D885B,Rest Forebrain,C86A39,9
ThTg,16486,thalamic tegmentum,CCBE50,Rest Forebrain,C86A39,9
p2B,16487,basal plate of p2,CCBE50,Rest Forebrain,C86A39,9
p2Bv,16488,ventricular zone of p2B,CCBE50,Rest Forebrain,C86A39,9
p2Bm,16489,mantle zone of p2B,E0D058,Rest Forebrain,C86A39,9
p2Bp,16490,periventricular stratum of p2B,E0D058,Rest Forebrain,C86A39,9
p2PEW,16491,p2 portion of the pre-Edinger-Westphal nucleus,E0D058,Rest Forebrain,C86A39,9
p2Bi,16492,intermediate stratum of p2B,E0D058,Rest Forebrain,C86A39,9
p2ZLC,16493,p2 part of the zona limitans core population,E0D058,Rest Forebrain,C86A39,9
RI,16494,rostral interstitial nucleus,E0D058,Rest Forebrain,C86A39,9
PR,16495,prerubral area,E0D058,Rest Forebrain,C86A39,9
p2PBP,16496,p2 portion of the parabrachial pigmented nucleus,E0D058,Rest Forebrain,C86A39,9
p2Bs,16497,superficial stratum of p2B,E0D058,Rest Forebrain,C86A39,9
p2MT,16498,p2 portion of the medial terminal nucleus of the accessory optic tract,E0D058,Rest Forebrain,C86A39,9
p2SNC,16499,p2 portion of the substantia nigra pars compacta,E0D058,Rest Forebrain,C86A39,9
p2SNR,16500,p2 portion of the substantia nigra pars reticulata,E0D058,Rest Forebrain,C86A39,9
p2PN,16501,p2 portion of paranigral nucleus,E0D058,Rest Forebrain,C86A39,9
p2F,16502,floor plate of p2,B3A646,Rest Forebrain,C86A39,9
p2Fv,16503,ventricular zone of p2F,A69A41,Rest Forebrain,C86A39,9
p2Fm,16504,mantle zone of p2F,CCBE50,Rest Forebrain,C86A39,9
p2Fp,16505,periventricular stratum of p2F,CCBE50,Rest Forebrain,C86A39,9
p2Fi,16506,intermediate stratum of p2F,CCBE50,Rest Forebrain,C86A39,9
p2Fs,16507,superficial stratum of p2F,CCBE50,Rest Forebrain,C86A39,9
p2VTA,16508,p2 portion of the ventral tegmental area,A69A41,Rest Forebrain,C86A39,9
p1,16509,prosomere 1,FFE524,Rest Forebrain,C86A39,9
